iter	Passed	Remaining
186	715	3109
187	719	3107
188	723	3103
189	727	3101
190	731	3097
191	735	3093
192	739	3090
193	743	3087
194	746	3083
195	750	3078
196	754	3074
197	758	3070
198	761	3066
199	765	3062
200	769	3058
201	772	3052
202	776	3049
203	780	3046
204	784	3041
205	788	3037
206	791	3031
207	795	3028
208	798	3023
209	801	3015
210	805	3013
211	809	3007
212	812	3001
213	816	2999
214	819	2992
215	823	2989
216	826	2983
217	830	2978
218	833	2973
219	837	2969
220	840	2963
221	844	2959
222	847	2953
223	851	2948
224	854	2944
225	858	2939
226	861	2933
227	864	2928
228	868	2922
229	871	2919
230	875	2915
231	879	2909
232	882	2905
233	886	2900
234	889	2894
235	893	2891
236	896	2886
237	900	2882
238	904	2880
239	907	2874
240	911	2871
241	915	2867
242	918	2862
243	922	2859
244	926	2854
245	930	2851
246	933	2846
247	937	2841
248	940	2837
249	944	2832
250	947	2827
251	951	2823
252	954	2818
253	958	2814
254	961	2810
255	965	2805
256	968	2801
257	972	2797
258	976	2792
259	979	2788
260	983	2783
261	986	2779
262	990	2775
263	993	2769
264	996	2764
265	1000	2760
266	1003	2754
267	1006	2749
268	1010	2745
269	1013	2741
270	1017	2737
271	1021	2732
272	1024	2728
273	1028	2723
274	1031	2719
275	1034	2714
276	1038	2711
277	1042	2707
278	1045	2702
279	1049	2697
280	1052	2692
281	1055	2688
282	1059	2684
283	1063	2680
284	1067	2677
285	1070	2673
286	1074	2670
287	1078	2666
288	1081	2661
289	1085	2657
290	1089	2653
291	1092	2649
292	1096	2645
293	1099	2640
294	1103	2636
295	1107	2633
296	1110	2629
297	1114	2625
298	1118	2621
299	1121	2616
300	1125	2612
301	1128	2608
302	1131	2603
303	1135	2600
304	1139	2595
305	1142	2590
306	1145	2586
307	1149	2581
308	1152	2577
309	1156	2573
310	1159	2568
311	1163	2564
312	1166	2560
313	1170	2556
314	1174	2553
315	1177	2549
316	1180	2544
317	1185	2542
318	1188	2537
319	1192	2534
320	1195	2529
321	1199	2525
322	1202	2520
323	1206	2516
324	1209	2511
325	1213	2508
326	1216	2504
327	1219	2499
328	1223	2496
329	1227	2492
330	1230	2486
331	1234	2483
332	1237	2478
333	1241	2475
334	1245	2471
335	1248	2466
336	1252	2463
337	1255	2459
338	1258	2454
339	1262	2450
340	1266	2447
341	1269	2442
342	1273	2438
343	1276	2434
344	1280	2430
345	1283	2426
346	1286	2421
347	1290	2417
348	1293	2413
349	1297	2408
350	1300	2405
351	1304	2401
352	1307	2396
353	1311	2393
354	1314	2388
355	1317	2383
356	1321	2380
357	1324	2375
358	1328	2371
359	1331	2367
360	1335	2363
361	1338	2359
362	1342	2355
363	1345	2351
364	1349	2348
365	1353	2343
366	1356	2339
367	1360	2336
368	1363	2332
369	1367	2328
370	1370	2324
371	1374	2320
372	1378	2316
373	1381	2312
374	1384	2307
375	1388	2304
376	1391	2299
377	1394	2295
378	1398	2291
379	1401	2286
380	1405	2282
381	1408	2279
382	1412	2274
383	1415	2270
384	1419	2267
385	1422	2262
386	1426	2258
387	1429	2255
388	1432	2250
389	1436	2246
390	1439	2242
391	1442	2237
392	1446	2234
393	1449	2229
394	1453	2225
395	1457	2222
396	1460	2218
397	1463	2213
398	1467	2209
399	1470	2205
400	1473	2200
401	1477	2197
402	1480	2193
403	1484	2189
404	1488	2186
405	1491	2181
406	1495	2178
407	1498	2174
408	1501	2170
409	1505	2167
410	1509	2163
411	1512	2158
412	1516	2155
413	1519	2151
414	1523	2147
415	1526	2143
416	1530	2139
417	1534	2135
418	1537	2131
419	1540	2127
420	1544	2124
421	1548	2120
422	1551	2116
423	1555	2113
424	1558	2108
425	1562	2105
426	1566	2101
427	1569	2097
428	1573	2094
429	1576	2089
430	1579	2085
431	1583	2081
432	1587	2078
433	1590	2074
434	1594	2071
435	1597	2066
436	1601	2062
437	1604	2058
438	1608	2054
439	1611	2051
440	1615	2047
441	1618	2043
442	1622	2039
443	1625	2036
444	1629	2032
445	1632	2028
446	1636	2024
447	1639	2020
448	1643	2016
449	1646	2012
450	1650	2008
451	1654	2005
452	1657	2001
453	1661	1998
454	1664	1994
455	1668	1990
456	1672	1986
457	1675	1982
458	1678	1978
459	1682	1974
460	1685	1970
461	1689	1967
462	1692	1963
463	1696	1960
464	1700	1956
465	1703	1952
466	1707	1948
467	1710	1944
468	1714	1940
469	1717	1936
470	1721	1932
471	1724	1929
472	1728	1925
473	1731	1921
474	1734	1917
475	1738	1913
476	1741	1909
477	1745	1906
478	1749	1902
479	1753	1899
480	1756	1895
481	1760	1891
482	1763	1888
483	1767	1884
484	1770	1880
485	1774	1876
486	1777	1872
487	1781	1868
488	1785	1865
489	1788	1862
490	1793	1858
491	1796	1854
492	1799	1851
493	1804	1848
494	1807	1844
495	1811	1840
496	1814	1836
497	1818	1833
498	1822	1829
499	1825	1825
500	1829	1822
501	1833	1818
502	1837	1815
503	1840	1811
504	1844	1807
505	1848	1804
506	1852	1800
507	1856	1797
508	1859	1794
509	1863	1790
510	1867	1786
511	1870	1782
512	1874	1779
513	1877	1775
514	1881	1772
515	1885	1768
516	1889	1765
517	1893	1761
518	1896	1757
519	1900	1754
520	1903	1750
521	1907	1746
522	1910	1742
523	1914	1738
524	1917	1734
525	1921	1731
526	1924	1727
527	1928	1723
528	1931	1720
529	1935	1716
530	1938	1712
531	1942	1708
532	1946	1705
533	1950	1702
534	1954	1699
535	1958	1695
536	1962	1691
537	1965	1687
538	1969	1684
539	1972	1680
540	1976	1676
541	1980	1673
542	1984	1669
543	1988	1666
544	1991	1662
545	1995	1658
546	1998	1655
547	2002	1652
548	2007	1648
549	2010	1645
550	2014	1641
551	2018	1637
552	2022	1634
553	2025	1630
554	2029	1626
555	2032	1623
556	2036	1619
557	2039	1615
558	2042	1611
559	2046	1608
560	2050	1604
561	2054	1601
562	2058	1597
563	2062	1594
564	2067	1591
565	2071	1588
566	2074	1584
567	2078	1581
568	2082	1577
569	2086	1573
570	2089	1570
571	2093	1566
572	2097	1562
573	2100	1558
574	2103	1555
575	2107	1551
576	2110	1547
577	2114	1543
578	2118	1540
579	2122	1536
580	2126	1533
581	2130	1530
582	2134	1526
583	2138	1523
584	2142	1519
585	2145	1516
586	2149	1512
587	2154	1509
588	2157	1505
589	2161	1501
590	2165	1498
591	2168	1494
592	2172	1491
593	2176	1487
594	2181	1484
595	2185	1481
596	2188	1477
597	2192	1473
598	2195	1469
599	2198	1465
600	2202	1462
601	2206	1458
602	2210	1455
603	2213	1451
604	2217	1447
605	2221	1444
606	2225	1440
607	2230	1437
608	2234	1434
609	2238	1431
610	2243	1428
611	2246	1424
612	2251	1421
613	2256	1418
614	2260	1415
615	2264	1411
616	2269	1408
617	2274	1405
618	2278	1402
619	2282	1399
620	2286	1395
621	2290	1391
622	2293	1388
623	2297	1384
624	2300	1380
625	2304	1376
626	2308	1373
627	2311	1369
628	2314	1365
629	2318	1361
630	2321	1357
631	2325	1353
632	2328	1350
633	2332	1346
634	2335	1342
635	2339	1338
636	2342	1335
637	2346	1331
638	2350	1327
639	2353	1324
640	2357	1320
641	2360	1316
642	2363	1312
643	2367	1308
644	2370	1304
645	2373	1300
646	2377	1297
647	2380	1293
648	2384	1289
649	2388	1285
650	2391	1282
651	2395	1278
652	2398	1274
653	2401	1270
654	2405	1267
655	2409	1263
656	2413	1259
657	2416	1256
658	2420	1252
659	2424	1248
660	2427	1245
661	2431	1241
662	2434	1237
663	2438	1233
664	2441	1229
665	2445	1226
666	2448	1222
667	2452	1218
668	2455	1215
669	2459	1211
670	2462	1207
671	2466	1203
672	2470	1200
673	2473	1196
674	2477	1192
675	2480	1189
676	2484	1185
677	2488	1181
678	2491	1177
679	2495	1174
680	2498	1170
681	2502	1166
682	2506	1163
683	2509	1159
684	2513	1155
685	2517	1152
686	2521	1148
687	2524	1145
688	2528	1141
689	2532	1137
690	2535	1133
691	2539	1130
692	2542	1126
693	2546	1122
694	2550	1119
695	2554	1115
696	2558	1112
697	2562	1108
698	2565	1104
699	2569	1101
700	2573	1097
701	2577	1094
702	2581	1090
703	2585	1086
704	2589	1083
705	2592	1079
706	2596	1076
707	2600	1072
708	2604	1068
709	2608	1065
710	2611	1061
711	2615	1058
712	2619	1054
713	2622	1050
714	2626	1046
715	2630	1043
716	2633	1039
717	2636	1035
718	2640	1032
719	2644	1028
720	2648	1024
721	2651	1021
722	2655	1017
723	2658	1013
724	2662	1009
725	2665	1006
726	2669	1002
727	2672	998
728	2676	995
729	2679	991
730	2683	987
731	2686	983
732	2690	979
733	2693	976
734	2697	972
735	2700	968
736	2704	965
737	2707	961
738	2711	957
739	2714	953
740	2718	950
741	2721	946
742	2725	942
743	2729	939
744	2732	935
745	2736	931
746	2740	928
747	2743	924
748	2747	920
749	2750	916
750	2755	913
751	2759	909
752	2763	906
753	2767	903
754	2771	899
755	2775	895
756	2778	892
757	2782	888
758	2785	884
759	2789	880
760	2792	877
761	2796	873
762	2799	869
763	2803	866
764	2806	862
765	2810	858
766	2814	854
767	2818	851
768	2822	847
769	2825	844
770	2829	840
771	2834	837
772	2837	833
773	2841	829
774	2845	826
775	2848	822
776	2852	818
777	2856	815
778	2859	811
779	2863	807
780	2866	803
781	2870	800
782	2873	796
783	2877	792
784	2881	789
785	2884	785
786	2887	781
787	2891	777
788	2894	774
789	2898	770
790	2901	766
791	2905	762
792	2908	759
793	2912	755
794	2916	751
795	2919	748
796	2923	744
797	2926	740
798	2929	737
799	2933	733
800	2936	729
801	2940	725
802	2943	722
803	2947	718
804	2951	714
805	2954	711
806	2958	707
807	2961	703
808	2965	700
809	2969	696
810	2973	692
811	2976	689
812	2980	685
813	2984	681
814	2987	678
815	2991	674
816	2995	670
817	2999	667
818	3002	663
819	3006	660
820	3010	656
821	3014	652
822	3017	648
823	3020	645
824	3024	641
825	3027	637
826	3031	634
827	3034	630
828	3037	626
829	3041	622
830	3045	619
831	3049	615
832	3055	612
833	3058	608
834	3062	605
835	3066	601
836	3071	598
837	3075	594
838	3079	590
839	3083	587
840	3086	583
841	3091	580
842	3094	576
843	3098	572
844	3102	569
845	3106	565
846	3111	562
847	3115	558
848	3119	554
849	3123	551
850	3127	547
851	3131	544
852	3135	540
853	3140	536
854	3144	533
855	3148	529
856	3152	526
857	3156	522
858	3160	518
859	3164	515
860	3169	511
861	3173	508
862	3177	504
863	3181	500
864	3185	497
865	3189	493
866	3193	489
867	3197	486
868	3202	482
869	3206	479
870	3211	475
871	3215	471
872	3218	468
873	3222	464
874	3227	461
875	3231	457
876	3235	453
877	3238	450
878	3242	446
879	3246	442
880	3250	439
881	3255	435
882	3258	431
883	3262	428
884	3267	424
885	3271	420
886	3275	417
887	3279	413
888	3283	409
889	3287	406
890	3290	402
891	3295	398
892	3299	395
893	3303	391
894	3307	387
895	3311	384
896	3315	380
897	3319	377
898	3324	373
899	3328	369
900	3332	366
901	3336	362
902	3340	358
903	3344	355
904	3349	351
905	3353	347
906	3357	344
907	3362	340
908	3366	337
909	3371	333
910	3375	329
911	3379	326
912	3383	322
913	3387	318
914	3391	315
915	3396	311
916	3400	307
917	3404	304
918	3408	300
919	3412	296
920	3416	293
921	3420	289
922	3424	285
923	3428	282
924	3432	278
925	3436	274
926	3440	270
927	3444	267
928	3448	263
929	3452	259
930	3456	256
931	3460	252
932	3464	248
933	3468	245
934	3472	241
935	3475	237
936	3479	233
937	3483	230
938	3487	226
939	3491	222
940	3495	219
941	3499	215
942	3503	211
943	3506	208
944	3510	204
945	3514	200
946	3519	196
947	3523	193
948	3527	189
949	3531	185
950	3535	182
951	3539	178
952	3542	174
953	3546	171
954	3550	167
955	3554	163
956	3558	159
957	3561	156
958	3566	152
959	3569	148
960	3573	145
961	3577	141
962	3581	137
963	3585	133
964	3588	130
965	3592	126
966	3596	122
967	3600	119
968	3604	115
969	3607	111
970	3611	107
971	3615	104
972	3619	100
973	3623	96
974	3627	93
975	3631	89
976	3635	85
977	3638	81
978	3642	78
979	3646	74
980	3651	70
981	3656	67
982	3660	63
983	3663	59
984	3667	55
985	3671	52
986	3675	48
987	3678	44
988	3682	40
989	3686	37
990	3690	33
991	3694	29
992	3697	26
993	3701	22
994	3704	18
995	3708	14
996	3712	11
997	3715	7
998	3719	3
999	3723	0
