iter	RMSE
157	46.69156725
158	46.68654159
159	46.68271009
160	46.67876142
161	46.67163426
162	46.66578631
163	46.6612014
164	46.65608828
165	46.64978301
166	46.64589644
167	46.63887868
168	46.63324819
169	46.62919827
170	46.62177648
171	46.61542739
172	46.61026813
173	46.60549143
174	46.60199407
175	46.59591931
176	46.59275982
177	46.58776301
178	46.58478224
179	46.58046374
180	46.57754569
181	46.57159608
182	46.56691142
183	46.56160423
184	46.55755812
185	46.55407593
186	46.55104116
187	46.54617816
188	46.54377764
189	46.53855657
190	46.53573351
191	46.53111863
192	46.52752553
193	46.52098125
194	46.51737331
195	46.51369098
196	46.51123748
197	46.50879376
198	46.50216533
199	46.49528538
200	46.49157565
201	46.48904978
202	46.48646185
203	46.48331071
204	46.47897041
205	46.47535404
206	46.47332017
207	46.46740109
208	46.46180387
209	46.455881
210	46.45097352
211	46.4462754
212	46.44173523
213	46.43702211
214	46.43112803
215	46.4283512
216	46.42310294
217	46.41811686
218	46.41327028
219	46.41187126
220	46.40781116
221	46.40358381
222	46.4000904
223	46.39694106
224	46.39332425
225	46.38962796
226	46.38524924
227	46.37758055
228	46.37078204
229	46.36811371
230	46.36458024
231	46.35923332
232	46.35493128
233	46.35097265
234	46.34543943
235	46.34172683
236	46.33752229
237	46.33351605
238	46.32793926
239	46.32554932
240	46.32178937
241	46.31832852
242	46.3151571
243	46.30893998
244	46.30626142
245	46.30427083
246	46.3013245
247	46.29665403
248	46.29344561
249	46.28885658
250	46.2838345
251	46.28149482
252	46.27894947
253	46.27553275
254	46.27282425
255	46.27004389
256	46.26666611
257	46.26280416
258	46.25779069
259	46.25334395
260	46.25212796
261	46.24872333
262	46.2447765
263	46.24020621
264	46.23737602
265	46.23323997
266	46.22757303
267	46.22415093
268	46.22028655
269	46.21557692
270	46.21436541
271	46.20834865
272	46.20431474
273	46.20145716
274	46.19726892
275	46.19354637
276	46.18685563
277	46.18230054
278	46.17785837
279	46.17226228
280	46.1675277
281	46.16275824
282	46.16019279
283	46.15469118
284	46.15060344
285	46.14530442
286	46.14296882
287	46.14121713
288	46.13823273
289	46.13595756
290	46.13344284
291	46.1292386
292	46.12709437
293	46.12150693
294	46.11846001
295	46.11543505
296	46.11012425
297	46.1035112
298	46.10003435
299	46.09700021
300	46.09284165
301	46.08842668
302	46.08477892
303	46.08244502
304	46.07636506
305	46.07191545
306	46.06675387
307	46.06139662
308	46.05893547
309	46.05575354
310	46.0499306
311	46.04610285
312	46.0428719
313	46.03978793
314	46.03511693
315	46.031184
316	46.02723565
317	46.0238396
318	46.01921455
319	46.01573971
320	46.01185392
321	46.00872522
322	46.00714344
323	46.00304589
324	45.99853887
325	45.99681244
326	45.99531034
327	45.9916936
328	45.98926619
329	45.98570871
330	45.97944889
331	45.97429457
332	45.9719559
333	45.96771254
334	45.96105605
335	45.95867717
336	45.9529552
337	45.94905949
338	45.94582098
339	45.94049604
340	45.93832152
341	45.93434301
342	45.92902081
343	45.92516823
344	45.92027491
345	45.91669148
346	45.91337292
347	45.90961765
348	45.90281408
349	45.89844634
350	45.89433515
351	45.89221225
352	45.88948637
353	45.88758961
354	45.88389403
355	45.87937405
356	45.87363962
357	45.87030315
358	45.86734208
359	45.86603022
360	45.85974486
361	45.85528576
362	45.85354022
363	45.85177735
364	45.85132498
365	45.84795136
366	45.84441865
367	45.84076524
368	45.83745622
369	45.83347386
370	45.83085706
371	45.82657843
372	45.82359258
373	45.82007646
374	45.81693758
375	45.81426478
376	45.80975779
377	45.80626274
378	45.80476482
379	45.80289664
380	45.80054211
381	45.79625899
382	45.79396923
383	45.792448
384	45.78750244
385	45.78205077
386	45.77936266
387	45.77434634
388	45.7692817
389	45.76536399
390	45.76151592
391	45.75729615
392	45.75520065
393	45.75021676
394	45.74592157
395	45.74478348
396	45.74342556
397	45.73984701
398	45.73438279
399	45.73047495
400	45.7263029
401	45.72152091
402	45.71699237
403	45.71396859
404	45.70989872
405	45.70887725
406	45.70567709
407	45.70156969
408	45.69879561
409	45.69529832
410	45.68907819
411	45.68892782
412	45.68347769
413	45.6799019
414	45.67769363
415	45.67504971
416	45.67115504
417	45.6681343
418	45.6663609
419	45.66147095
420	45.65784026
421	45.65428564
422	45.65156218
423	45.6488781
424	45.64427023
425	45.64150566
426	45.63581872
427	45.6310165
428	45.62982389
429	45.62527355
430	45.62124593
431	45.61754045
432	45.61564387
433	45.6136817
434	45.61077307
435	45.60658087
436	45.60287999
437	45.6010518
438	45.59865672
439	45.59688133
440	45.5926974
441	45.58896563
442	45.58558131
443	45.58116423
444	45.57701037
445	45.57184197
446	45.56660496
447	45.56366309
448	45.56127398
449	45.55742438
450	45.55425003
451	45.55154936
452	45.54849637
453	45.54307166
454	45.5400068
455	45.53721725
456	45.53421526
457	45.53081978
458	45.52752003
459	45.52592268
460	45.52269806
461	45.52037404
462	45.51644765
463	45.51278756
464	45.51054426
465	45.50550674
466	45.50302145
467	45.49944653
468	45.49601189
469	45.49210289
470	45.4895123
471	45.48915789
472	45.48621733
473	45.4816962
474	45.47904797
475	45.47822964
476	45.47676524
477	45.47382034
478	45.47220031
479	45.4691088
480	45.46518741
481	45.46342231
482	45.46053824
483	45.45874786
484	45.45505874
485	45.45179153
486	45.44800918
487	45.4453111
488	45.44201412
489	45.44019432
490	45.43728995
491	45.43444731
492	45.43011985
493	45.42644637
494	45.42298827
495	45.42247931
496	45.4192112
497	45.41652484
498	45.41375491
499	45.41118103
500	45.40777756
501	45.40385146
502	45.39975833
503	45.39519089
504	45.39216802
505	45.38758226
506	45.38468108
507	45.37921197
508	45.37587166
509	45.37517917
510	45.37294944
511	45.36998814
512	45.36758557
513	45.36509673
514	45.36282786
515	45.35964637
516	45.35664196
517	45.35436507
518	45.35166605
519	45.34944792
520	45.34566532
521	45.34428417
522	45.34036545
523	45.33880265
524	45.33499922
525	45.33378192
526	45.33066951
527	45.32613894
528	45.32431002
529	45.32072203
530	45.31727655
531	45.31387167
532	45.31127931
533	45.30795411
534	45.30629844
535	45.30197253
536	45.30042461
537	45.2980048
538	45.29568569
539	45.29159082
540	45.28829893
541	45.28590578
542	45.2811881
543	45.27882764
544	45.2723885
545	45.26834229
546	45.26550071
547	45.2638355
548	45.26163209
549	45.25881889
550	45.25649699
551	45.25503482
552	45.25328312
553	45.25220431
554	45.24845964
555	45.24595156
556	45.24339824
557	45.24123736
558	45.23706249
559	45.23333875
560	45.23052325
561	45.2285912
562	45.22566869
563	45.22263925
564	45.22002277
565	45.21691232
566	45.21450024
567	45.21209793
568	45.21050652
569	45.20673465
570	45.20344695
571	45.20129848
572	45.19962513
573	45.19759884
574	45.19622796
575	45.1912876
576	45.18708873
577	45.18219776
578	45.17796625
579	45.174675
580	45.16981755
581	45.16714706
582	45.16568569
583	45.16271899
584	45.15897879
585	45.15614646
586	45.15316961
587	45.14953943
588	45.14637691
589	45.14297023
590	45.14036576
591	45.13645824
592	45.13352291
593	45.12971856
594	45.12825813
595	45.12618856
596	45.12296209
597	45.12133819
598	45.11827434
599	45.11585909
600	45.11511072
601	45.11185002
602	45.10906654
603	45.10720619
604	45.10593097
605	45.10222406
606	45.09769234
607	45.09558058
608	45.09296982
609	45.09131889
610	45.08890366
611	45.08756229
612	45.08464057
613	45.08263951
614	45.07878556
615	45.07623015
616	45.07351061
617	45.07104587
618	45.06755174
619	45.06458293
620	45.06114107
621	45.05782763
622	45.05513526
623	45.05171687
624	45.04792935
625	45.04682758
626	45.04355675
627	45.0405675
628	45.03973532
629	45.03641806
630	45.03081415
631	45.02771565
632	45.02513489
633	45.02213767
634	45.01930758
635	45.01756868
636	45.01467628
637	45.0125273
638	45.00988819
639	45.00719125
640	45.00073281
641	44.99903005
642	44.99687302
643	44.99323146
644	44.99024727
645	44.98804658
646	44.98581622
647	44.98404633
648	44.98184814
649	44.98030695
650	44.97713818
651	44.97256909
652	44.97180672
653	44.96860434
654	44.96554967
655	44.96285104
656	44.95907885
657	44.95469132
658	44.95296294
659	44.94997279
660	44.94838893
661	44.9471881
662	44.94371741
663	44.93935924
664	44.93712994
665	44.93528024
666	44.93148832
667	44.92903143
668	44.92386366
669	44.92110272
670	44.91693356
671	44.91606805
672	44.91554067
673	44.91156396
674	44.91033445
675	44.90974782
676	44.90560587
677	44.90290275
678	44.90191204
679	44.89922469
680	44.89405966
681	44.89129008
682	44.88775055
683	44.8822219
684	44.88146812
685	44.87892029
686	44.87426428
687	44.87212517
688	44.87147586
689	44.86919526
690	44.86475799
691	44.86255688
692	44.86020892
693	44.85835394
694	44.85594907
695	44.85439181
696	44.85100087
697	44.84816892
698	44.84789218
699	44.84486147
700	44.84190771
701	44.83893211
702	44.83706454
703	44.83422169
704	44.83225425
705	44.82896955
706	44.82632983
707	44.82397
708	44.82034043
709	44.81887532
710	44.81725142
711	44.81489228
712	44.81171839
713	44.80820878
714	44.80507949
715	44.80227921
716	44.79893904
717	44.79709066
718	44.79412141
719	44.79325744
720	44.79034812
721	44.78700415
722	44.78458467
723	44.78142643
724	44.77740616
725	44.77353911
726	44.7696572
727	44.76522338
728	44.76277903
729	44.75945779
730	44.75573874
731	44.75245557
732	44.74985399
733	44.74915732
734	44.7456446
735	44.74384111
736	44.7412581
737	44.73828962
738	44.73515904
739	44.73254966
740	44.73152489
741	44.72750722
742	44.72448227
743	44.72158711
744	44.71932207
745	44.71655258
746	44.7131788
747	44.71099302
748	44.71022791
749	44.70782231
750	44.70447136
751	44.7040304
752	44.70070514
753	44.6969338
754	44.6929041
755	44.68957941
756	44.68674403
757	44.68605906
758	44.68318376
759	44.68311757
760	44.67974773
761	44.67732145
762	44.67553583
763	44.67224261
764	44.6706055
765	44.66775918
766	44.66447669
767	44.66079501
768	44.6572536
769	44.65497015
770	44.6521392
771	44.64886092
772	44.64713786
773	44.64399907
774	44.64213862
775	44.63934719
776	44.63782586
777	44.63596764
778	44.63383008
779	44.63137706
780	44.62951621
781	44.62702163
782	44.62327235
783	44.61961161
784	44.61598548
785	44.61342584
786	44.60938305
787	44.60883319
788	44.60793456
789	44.60498046
790	44.60189181
791	44.60008707
792	44.59850333
793	44.59542659
794	44.5931503
795	44.59218695
796	44.59040827
797	44.58744273
798	44.58506306
799	44.58443031
800	44.58206478
801	44.57991781
802	44.57759992
803	44.57435689
804	44.57234824
805	44.56866005
806	44.56610917
807	44.56267951
808	44.56083242
809	44.56006535
810	44.55784632
811	44.55490571
812	44.55055448
813	44.54705847
814	44.54447181
815	44.54219895
816	44.53920804
817	44.53680185
818	44.53462355
819	44.5314214
820	44.52860628
821	44.52602607
822	44.52323766
823	44.51986592
824	44.51726583
825	44.51384472
826	44.50948013
827	44.50802632
828	44.50466285
829	44.50167897
830	44.49895805
831	44.4940193
832	44.49031396
833	44.48881203
834	44.48611223
835	44.48479904
836	44.48246968
837	44.47951186
838	44.47446701
839	44.47047732
840	44.46587029
841	44.46441359
842	44.46041003
843	44.45788765
844	44.45489192
845	44.45144082
846	44.44901504
847	44.44655736
848	44.44489177
849	44.44237404
850	44.43916761
851	44.43748807
852	44.43646932
853	44.43514816
854	44.42952799
855	44.42575477
856	44.42342236
857	44.42026852
858	44.4182483
859	44.41502592
860	44.41281237
861	44.40918321
862	44.40787202
863	44.40556551
864	44.40313386
865	44.39957681
866	44.39825157
867	44.39493077
868	44.39219974
869	44.38857799
870	44.38627843
871	44.38371711
872	44.38147596
873	44.37945479
874	44.37644823
875	44.37459594
876	44.37232163
877	44.36790774
878	44.36582055
879	44.36234994
880	44.35935328
881	44.35700245
882	44.35588091
883	44.35230999
884	44.35036289
885	44.34764612
886	44.34533336
887	44.34230895
888	44.33773906
889	44.33200792
890	44.32939667
891	44.32688497
892	44.32524497
893	44.3216918
894	44.31793297
895	44.3171897
896	44.31268534
897	44.30963073
898	44.30534345
899	44.30343956
900	44.30069063
901	44.29959934
902	44.29873038
903	44.29703192
904	44.29507945
905	44.29162929
906	44.28869501
907	44.28667582
908	44.28510298
909	44.28384933
910	44.28381197
911	44.28113391
912	44.27778227
913	44.27529485
914	44.27371715
915	44.26875486
916	44.26788282
917	44.26586784
918	44.26324177
919	44.26077379
920	44.25962578
921	44.25599661
922	44.25526352
923	44.25310295
924	44.25062553
925	44.24637583
926	44.24375399
927	44.24070082
928	44.23689131
929	44.23476258
930	44.2311293
931	44.22637042
932	44.22443902
933	44.22181086
934	44.21868679
935	44.21493683
936	44.21055491
937	44.20710633
938	44.20520002
939	44.20107777
940	44.19726759
941	44.19378675
942	44.19194929
943	44.1887794
944	44.1851865
945	44.18202104
946	44.17927195
947	44.17777843
948	44.17536872
949	44.17214414
950	44.1708978
951	44.16773252
952	44.16686799
953	44.16671615
954	44.16514156
955	44.16444219
956	44.16305075
957	44.16062079
958	44.15888296
959	44.15576134
960	44.15401189
961	44.15059607
962	44.14891564
963	44.14528365
964	44.14433801
965	44.1421652
966	44.14092782
967	44.13920277
968	44.13878278
969	44.13579604
970	44.1331029
971	44.13076502
972	44.12803482
973	44.1250304
974	44.12402847
975	44.12265304
976	44.12011114
977	44.11878118
978	44.1164042
979	44.11348478
980	44.11090294
981	44.10784297
982	44.10407612
983	44.1010964
984	44.09892039
985	44.09619664
986	44.09348635
987	44.08833875
988	44.08715248
989	44.084997
990	44.08056799
991	44.07829474
992	44.07573011
993	44.07246194
994	44.06887591
995	44.06539096
996	44.06248667
997	44.05908735
998	44.05563903
999	44.05277307
